21:10	ADC	-1.614011E-8	0.00	dark
21:10	ADC	-1.866830E-8	0.00	dark
21:10	ADC	-2.430490E-8	0.00	dark
21:10	ADC	-2.259310E-8	0.00	dark
21:10	ADC	-1.820733E-8	0.00	dark
21:10	ADC	-2.025119E-8	0.00	dark
21:10	ADC	-1.588645E-8	0.00	dark
21:10	ADC	-1.913349E-8	0.00	dark
21:10	ADC	-1.854989E-8	0.00	dark
21:10	ADC	-2.026532E-8	0.00	dark
21:10	ADC	-1.848667E-8	0.00	dark
21:10	ADC	-2.040610E-8	0.00	dark
21:10	ADC	-2.766040E-8	0.00	dark
21:10	ADC	-2.452330E-8	0.00	dark
21:10	ADC	-2.937860E-8	0.00	dark
21:10	ADC	-1.904436E-8	0.00	dark
21:10	ADC	-1.733049E-8	0.00	dark
21:10	ADC	-2.087680E-8	0.00	dark
21:10	ADC	-1.670152E-8	0.00	dark
21:10	ADC	-1.803999E-8	0.00	dark
21:10	ADC	-2.923880E-8	0.00	dark
21:10	ADC	-1.961439E-8	0.00	dark
21:10	ADC	-1.760764E-8	0.00	dark
21:10	ADC	-2.058740E-8	0.00	dark
21:10	ADC	-2.575540E-8	0.00	dark
21:10	ADC	-2.006414E-8	0.00	dark
21:10	ADC	-2.026750E-8	0.00	dark
21:10	ADC	-1.576227E-8	0.00	dark
21:10	ADC	-2.008702E-8	0.00	dark
21:10	ADC	-2.334760E-8	0.00	dark
21:10	ADC	-2.278810E-8	0.00	dark
21:10	ADC	-3.919340E-8	0.00	dark
21:10	ADC	-2.322960E-8	0.00	dark
21:10	ADC	-2.054730E-8	0.00	dark
21:10	ADC	-2.094508E-8	0.00	dark
21:10	ADC	-2.055640E-8	0.00	dark
21:10	ADC	-2.183660E-8	0.00	dark
21:10	ADC	-2.135860E-8	0.00	dark
21:10	ADC	-2.022334E-8	0.00	dark
21:10	ADC	-2.615960E-8	0.00	dark
21:10	ADC	-2.005280E-8	0.00	dark
21:10	ADC	-2.145870E-8	0.00	dark
21:10	ADC	-2.053030E-8	0.00	dark
21:10	ADC	-1.706882E-8	0.00	dark
21:10	ADC	-1.817733E-8	0.00	dark
21:10	ADC	-2.284730E-8	0.00	dark
21:10	ADC	-2.280280E-8	0.00	dark
21:10	ADC	-2.143350E-8	0.00	dark
21:10	ADC	-2.371650E-8	0.00	dark
21:10	ADC	-2.023990E-8	0.00	dark
21:10	ADC	-2.001020E-8	0.00	dark
21:10	ADC	-2.088054E-8	0.00	dark
21:10	ADC	-1.698872E-8	0.00	dark
21:10	ADC	-2.058420E-8	0.00	dark
21:10	ADC	-2.033670E-8	0.00	dark
21:11	ADC	-2.040929E-8	0.00	dark
21:11	ADC	-2.050860E-8	0.00	dark
21:11	ADC	-2.191240E-8	0.00	dark
21:11	ADC	-1.891400E-8	0.00	dark
21:11	ADC	-2.931550E-8	0.00	dark
21:11	ADC	-2.879360E-8	0.00	dark
21:11	ADC	-2.064363E-8	0.00	dark
21:11	ADC	-2.280970E-8	0.00	dark
21:11	ADC	-2.541160E-8	0.00	dark
21:11	ADC	-2.194020E-8	0.00	dark
21:11	ADC	-2.264250E-8	0.00	dark
21:11	ADC	-2.410730E-8	0.00	dark
21:11	ADC	-2.214190E-8	0.00	dark
21:11	ADC	-2.176950E-8	0.00	dark
21:11	ADC	-2.304030E-8	0.00	dark
21:11	ADC	-2.550900E-8	0.00	dark
21:11	ADC	-1.765383E-8	0.00	dark
21:11	ADC	-2.490690E-8	0.00	dark
21:11	ADC	-2.668870E-8	0.00	dark
21:11	ADC	-1.843131E-8	0.00	dark
21:11	ADC	-1.867954E-8	0.00	dark
21:11	ADC	-2.330690E-8	0.00	dark
21:11	ADC	-2.027280E-8	0.00	dark
21:11	ADC	-2.040620E-8	0.00	dark
21:11	ADC	-2.006400E-8	0.00	dark
21:11	ADC	-2.069680E-8	0.00	dark
21:11	ADC	-2.206350E-8	0.00	dark
21:11	ADC	-2.422410E-8	0.00	dark
21:11	ADC	-1.704273E-8	0.00	dark
21:11	ADC	-2.056110E-8	0.00	dark
21:11	ADC	-2.923570E-8	0.00	dark
21:11	ADC	-2.952040E-8	0.00	dark
21:11	ADC	-1.583567E-8	0.00	dark
